,who,lang,text
ParlaMint-NO_2014-15_150129.ud819e47,KES,nob,"['Fra Høyres stortingsgruppe foreligger søknad om sykepermisjon for representanten Eirik Milde fra og med 29. januar og inntil videre.', 'Etter forslag fra presidenten ble enstemmig besluttet:', 'Søknaden behandles straks og innvilges. Vararepresentanten, Tage Pettersen, innkalles for å møte i permisjonstiden 29. januar, og Tone Damsleth, som allerede er innkalt som vararepresentant, møter fra 30. januar og inntil videre.']"
ParlaMint-NO_2014-15_150129.ud819e118,KES,nob,['Representanten Iselin Nybø har tatt opp det forslaget hun refererte til.']
ParlaMint-NO_2016-17_170530.ud189e1250,KES,nob,"['Replikkordskiftet er omme.', 'De talere som heretter får ordet, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2016-17_170530.ud189e1347,KES,nob,"['Representanten Heikki Eidsvoll Holmås har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1\xa0minutt.']"
ParlaMint-NO_2016-17_170530.ud189e1376,KES,nob,"['Etter ønske fra næringskomiteen vil presidenten foreslå at taletiden blir begrenset til 5\xa0minutter til hver partigruppe og 5\xa0minutter til medlemmer av regjeringen.', 'Videre vil presidenten foreslå at det – innenfor den fordelte taletid – blir gitt anledning til inntil seks replikker med svar etter innlegg fra medlemmer av regjeringen, og at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter.', '– Det anses vedtatt.']"
ParlaMint-NO_2016-17_170530.ud189e1433,KES,nob,['Representanten Ingrid Heggø har tatt opp det forslaget hun refererte til.']
ParlaMint-NO_2016-17_170530.ud189e1556,KES,nno,['Representanten Torgeir Knag Fylkesnes har tatt opp forslaget han refererte til.']
ParlaMint-NO_2016-17_170530.ud189e1689,KES,nob,"['Replikkordskiftet er over.', 'De talere som heretter får ordet, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2016-17_170606.ud191e774,KES,nob,"['De talere som heretter får ordet, har en taletid på inntil 3\xa0minutter.']"
ParlaMint-NO_2016-17_170606.ud191e840,KES,nob,"['Flere har ikke bedt om ordet til sak nr. 1.', 'Etter ønske fra finanskomiteen vil presidenten foreslå at sakene nr. 2 og 3 behandles under ett. – Det anses vedtatt.']"
ParlaMint-NO_2016-17_170606.ud191e869,KES,nob,"['Etter ønske fra finanskomiteen vil presidenten foreslå at debatten blir begrenset til 1 time og 10 minutter, og at taletiden blir fordelt slik: Arbeiderpartiet 20 minutter, Høyre 15 minutter, Fremskrittspartiet 10 minutter, Kristelig Folkeparti 5 minutter, Senterpartiet 5 minutter, Venstre 5 minutter, Sosialistisk Venstreparti 5 minutter og Miljøpartiet De Grønne 5 minutter.', 'Videre vil presidenten foreslå at det – innenfor den fordelte taletid – blir gitt anledning til inntil seks replikker med svar etter innlegg fra medlem av regjeringen.', 'Videre foreslås det at de som måtte tegne seg på talerlisten utover den fordelte taletid, på en taletid på inntil 3 minutter.', '– Det anses vedtatt.']"
ParlaMint-NO_2016-17_170606.ud191e981,KES,nob,['Representanten Hans Olav Syversen har tatt opp de forslagene han refererte til.']
ParlaMint-NO_2016-17_170606.ud191e999,KES,nob,['Representanten Trygve Slagsvold Vedum har tatt opp de forslagene han refererte til.']
ParlaMint-NO_2016-17_170606.ud191e1027,KES,nob,['Representanten Terje Breivik har tatt opp de forslagene han refererte til.']
ParlaMint-NO_2016-17_170606.ud191e1048,KES,nob,['Representanten Snorre Serigstad Valen har tatt opp de forslagene han refererte til.']
ParlaMint-NO_2016-17_170606.ud191e1070,KES,nob,['Representanten Rasmus Hansson har tatt opp de forslagene han refererte til.']
ParlaMint-NO_2016-17_170606.ud191e1176,KES,nno,"['Da gir vi ordet til Torstein Tvedt Solberg, før Kirsti Bergstø.']"
ParlaMint-NO_2015-16_160413.ud848e1403,KES,nob,"['Det foreligger ikke noe referat.', 'Dermed er dagens kart ferdigbehandlet. Forlanger noen ordet før møtet heves? – Møtet er hevet.']"
ParlaMint-NO_2014-15_150527.ud851e854,KES,nob,"['Representanten Rasmus Hansson skulle stilt spørsmål 3, men han ser ikke ut til å være til stede.', 'Da går vi videre til spørsmål 4.']"
ParlaMint-NO_2014-15_150527.ud851e931,KES,nob,"['Da registrerer presidenten at Rasmus Hansson er kommet, og vi går tilbake til spørsmål 3, fra representanten Rasmus Hansson til kulturministeren, som besvares av helse- og omsorgsministeren på vegne av kulturministeren, som er bortreist.', 'Presidenten gjør oppmerksom på at man må forholde seg til tidsrammene for spørsmålene. – Vær så god, Rasmus Hansson.']"
ParlaMint-NO_2014-15_150527.ud851e1135,KES,nob,"['Det foreligger ikke referat. Dermed er dagens kart ferdigbehandlet.', 'Forlanger noen ordet før møtet heves? Så har ikke skjedd. – Møtet er hevet.']"
ParlaMint-NO_2016-17_170511.ud193e610,KES,nob,"['Replikkordskiftet er over.', 'Flere har ikke bedt om ordet til sakene nr. 2 og 3.']"
ParlaMint-NO_2016-17_170511.ud193e1034,KES,nob,"['Debatten i sak nr. 4 er avsluttet.', 'Før vi går til votering, vil statsråd Anniken Hauglie overbringe åtte kongelige proposisjoner.']"
ParlaMint-NO_2016-17_170511.ud193e1062,KES,nob,"['Under debatten er det satt fram tre forslag. Det er', '– forslagene nr. 1–3 fra Lise Christoffersen på vegne av Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti', 'Det voteres over forslagene nr. 1–3, fra Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti.', 'Forslag nr. 1 lyder:', '«Stortinget ber regjeringen snarest komme tilbake til Stortinget med forslag om nødvendige endringer for å sikre at fosterforeldre ikke får kutt i trygdeytelser på grunnlag av fosterhjemsgodtgjørelsen dersom de blir syke, uføre, permitterte eller arbeidsledige.»', 'Forslag nr. 2 lyder:', '«Stortinget ber regjeringen følge opp anbefalingene fra Bufdir i rapporten Fosterhjem – deloppdrag C fra 2015.»', 'Forslag nr. 3 lyder:', '«Stortinget ber regjeringen unnta fosterforeldre fra krav om flytting som vilkår for å anses som reell arbeidssøker og for å motta dagpenger, i det dette må anses som lite forenelig med forutsetningen om plassering av barn i fosterhjemmet.»']"
ParlaMint-NO_2016-17_170511.ud193e1201,KES,nob,['Dermed er dagens kart ferdigbehandlet. Forlanger noen ordet før møtet heves? – Møtet er hevet.']
ParlaMint-NO_2014-15_141204.ud857e1720,KES,nob,"['Representanten Hans Fredrik Grøvan har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2014-15_141204.ud857e1792,KES,nob,"['Representanten Eirin Sund har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2014-15_141204.ud857e1804,KES,nob,"['Representanten Ingvild Kjerkol har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2014-15_141204.ud857e1841,KES,nob,['Presidenten vil påpeke at man skal henvende seg til presidenten og ikke til enkeltpersoner i salen.']
ParlaMint-NO_2014-15_141204.ud857e1890,KES,nob,"['Representanten Helge Orten har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2014-15_141204.ud857e1898,KES,nob,"['Representanten Åse Michaelsen har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2014-15_141204.ud857e1926,KES,nob,"['Representanten Nils Aage Jegstad har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2014-15_141204.ud857e1971,KES,nob,"['Representanten Janne Sjelmo Nordås har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2014-15_141204.ud857e1987,KES,nob,"['Representanten Sverre Myrli har hatt ordet to ganger og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2014-15_150505.ud870e728,KES,nob,"['Flere har ikke bedt om ordet til sak nr. 6.', 'Presidenten vil foreslå at sakene nr. 7 og 8 behandles under ett.', '– Det anses vedtatt.']"
ParlaMint-NO_2014-15_150505.ud870e757,KES,nob,"['Etter ønske fra justiskomiteen vil presidenten foreslå at taletiden blir begrenset til 5 minutter til hver partigruppe og 5 minutter til medlem av regjeringen.', 'Videre vil presidenten foreslå at det blir gitt anledning til seks replikker med svar etter innlegg fra medlemmer av regjeringen innenfor den fordelte taletid, og at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter.', '– Det anses vedtatt.']"
ParlaMint-NO_2014-15_150505.ud870e825,KES,nob,['Representanten Kari Henriksen har da tatt opp det forslaget hun refererte til.']
ParlaMint-NO_2014-15_150505.ud870e1003,KES,nob,"['Replikkordskiftet er over.', '– De talere som heretter får ordet, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2014-15_150505.ud870e1051,KES,nob,"['Representanten Snorre Serigstad Valen har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2014-15_150505.ud870e1067,KES,nob,"['Representanten Anders B. Werp har hatt ordet to ganger tidligere i debatten og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2014-15_150505.ud870e1089,KES,nob,['Flere har ikke bedt om ordet til sakene nr. 7 og 8.']
ParlaMint-NO_2014-15_150505.ud870e1128,KES,nob,"['Etter ønske fra justiskomiteen vil presidenten foreslå at taletiden blir begrenset til 5 minutter til hver partigruppe og 5 minutter til medlem av regjeringen.', 'Videre vil presidenten foreslå at det blir gitt anledning til seks replikker med svar etter innlegg fra medlem av regjeringen innenfor den fordelte taletid, og at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter. – Det anses vedtatt.']"
ParlaMint-NO_2014-15_150505.ud870e1148,KES,nob,['Representanten Hadia Tajik har tatt opp de forslagene hun refererte til.']
ParlaMint-NO_2015-16_151005.ud898e3384,KES,nob,"['De talere som heretter får ordet i dag, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2007-08_080506-2.ud907e541,KES,nob,"['Etter ønske fra justiskomiteen vil presidenten foreslå at taletiden begrenses til 40 minutter og fordeles med inntil 5 minutter til hvert parti og inntil 5 minutter til statsråden.', 'Videre vil presidenten foreslå at det ikke gis anledning til replikkordskifte, og at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter.', '- Det anses vedtatt.']"
ParlaMint-NO_2007-08_080506-2.ud907e559,KES,nno,['Representanten Jan Arild Ellingsen har tatt opp det forslaget han refererte til.']
ParlaMint-NO_2007-08_080506-2.ud907e708,KES,nob,"['Da blir forslaget forandret i henhold til det.', 'Flere har ikke bedt om ordet.']"
ParlaMint-NO_2007-08_080506-2.ud907e726,KES,nob,"['Etter ønske fra næringskomiteen vil presidenten foreslå at taletiden blir begrenset til 40 minutter og fordeles med inntil 5 minutter til hvert parti og inntil 5 minutter til statsråden.', 'Videre vil presidenten foreslå at det gis anledning til replikkordskifte på inntil fem replikker med svar etter innlegget fra statsråden innenfor den fordelte taletid.', 'Videre blir det foreslått at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter.', '- Det anses vedtatt.']"
ParlaMint-NO_2007-08_080506-2.ud907e803,KES,nob,['Representanten Kåre Fostervold har tatt opp det forslaget han refererte til.']
ParlaMint-NO_2015-16_160608.ud908e1546,KES,nob,['Da har representanten Kari Henriksen tatt opp det forslaget hun refererte til.']
ParlaMint-NO_2015-16_160608.ud908e1570,KES,nob,['Da har representanten Margunn Ebbesen tatt opp det forslaget hun refererte til.']
ParlaMint-NO_2015-16_160608.ud908e1603,KES,nob,['Representanten Kjell Ingolf Ropstad har tatt opp det forslaget han refererte til.']
ParlaMint-NO_2015-16_160608.ud908e1666,KES,nob,"['Dermed er replikkordskiftet omme.', 'Flere har ikke bedt om ordet til sak nr. 7.']"
ParlaMint-NO_2015-16_160608.ud908e1682,KES,nob,"['Etter ønske fra kommunal- og forvaltningskomiteen vil presidenten foreslå at taletiden blir begrenset til 5 minutter til hver partigruppe og 5 minutter til medlemmer av regjeringen.', 'Videre vil presidenten foreslå at det – innenfor den fordelte taletid – blir gitt anledning til replikkordskifte på inntil tre replikker med svar etter innlegg fra partienes hovedtalere og seks replikker med svar etter innlegg fra medlemmer av regjeringen, og at de som tegner seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter.', '– Det anses vedtatt.']"
ParlaMint-NO_2015-16_160608.ud908e1795,KES,nob,"['Da har representanten Stein Erik Lauvås tatt opp de forslagene han refererte til.', 'Det blir replikkordskifte.']"
ParlaMint-NO_2015-16_160608.ud908e2052,KES,nob,"['Presidenten ber om at all tale skal rettes til presidenten og ikke til representanten.', 'Replikkordskiftet er omme.']"
ParlaMint-NO_2015-16_160608.ud908e2086,KES,nob,"['Representanten Heidi Greni har tatt opp de forslagene hun refererte til.', 'Det blir replikkordskifte.']"
ParlaMint-NO_2015-16_160608.ud908e3252,KES,nob,['Flere har ikke bedt om ordet til sakene nr. 12 og 13.']
ParlaMint-NO_2015-16_160608.ud908e3334,KES,nob,"['Etter ønske fra utenriks- og forsvarskomiteen vil presidenten foreslå at taletiden blir begrenset til 5 minutter til hver partigruppe og 5 minutter til medlemmer av regjeringen.', 'Videre vil presidenten foreslå at det – innenfor den fordelte taletid – blir gitt anledning til replikkordskifte på inntil seks replikker med svar etter innlegg fra medlemmer av regjeringen, og at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter.', '– Det anses vedtatt.']"
ParlaMint-NO_2015-16_160608.ud908e3451,KES,nno,['Representanten Liv Signe Navarsete har tatt opp det forslaget hun refererte til.']
ParlaMint-NO_2015-16_160608.ud908e3502,KES,nob,"['Etter ønske fra utenriks- og forsvarskomiteen vil presidenten foreslå at taletiden blir begrenset til 5 minutter til hver partigruppe og 5 minutter til medlemmer av regjeringen.', 'Videre vil presidenten foreslå at det – innenfor den fordelte taletid – blir gitt anledning til replikkordskifte på inntil seks replikker med svar etter innlegg fra medlemmer av regjeringen, og at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter.', '– Det anses vedtatt.']"
ParlaMint-NO_2015-16_160608.ud908e3583,KES,nob,"['De talere som heretter får ordet, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2015-16_160608.ud908e3615,KES,nob,"['Etter ønske fra utenriks- og forsvarskomiteen vil presidenten foreslå at taletiden blir begrenset til 5 minutter til hver partigruppe og 5 minutter til medlemmer av regjeringen.', 'Videre vil presidenten foreslå at det – innenfor den fordelte taletid – blir gitt anledning til replikkordskifte på inntil seks replikker med svar etter innlegg fra medlemmer av regjeringen, og at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter.', '– Det anses vedtatt.']"
ParlaMint-NO_2015-16_160608.ud908e3739,KES,nno,['Representanten Liv Signe Navarsete har tatt opp det forslaget hun refererte til.']
ParlaMint-NO_2015-16_160608.ud908e3785,KES,nob,"['De talere som heretter får ordet, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2014-15_141203.ud928e986,KES,nob,"['Det foreligger ikke noe referat.', 'Dermed er sakene på dagens kart ferdigbehandlet. Forlanger noen ordet før møtes? – Møtet er hevet.']"
ParlaMint-NO_2016-17_161219.ud214e2269,KES,nob,"['De talere som heretter får ordet, har en taletid på inntil 3 minutter.']"
ParlaMint-NO_2016-17_161219.ud214e2354,KES,nno,"['Ønsker representanten Skei Grande å ta opp forslag nr. 2, fra Venstre?']"
ParlaMint-NO_2016-17_161219.ud214e2365,KES,nno,['Representanten Trine Skei Grande har tatt opp det forslaget hun refererte til.']
ParlaMint-NO_2016-17_161219.ud214e2449,KES,nob,"['Representanten Liv Signe Navarsete har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2016-17_161219.ud214e2507,KES,nob,"['Representanten Christian Tybring-Gjedde har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
ParlaMint-NO_2016-17_161219.ud214e2545,KES,nob,"['Representanten Elin Rodum Agdestein har hatt ordet to ganger tidligere og får ordet til en kort merknad, begrenset til 1 minutt.']"
